# id	file_path	transparent_color_r	g	b
[TEXTURES]
1	Resources\Textures\mar.png	68	145	190
2	Resources\Textures\title.png	255	255	255
3	Resources\Textures\title.png	255	255	255
10	Resources\Textures\enemies.png	3	26	110
21	Resources\Textures\misc2.png	166	185	255
40	Resources\Textures\enemies1.1.png	0	255	255
100	Resources\Textures\mario-left.png	255	255	255
110	Resources\Textures\mario-right.png	255	255	255
# id	left	top	right	bottom	texture_id
[SPRITES]
#=============BACKGROUND-Sprite===========
#----------SCROLLING CURTAIN----------
50000	1	0	255	182	2
#----------GROUND----------
50001	258	188	514	224	2
#----------BACKGROUND----------
50002	516	0	772	187	2
50012	258	0	514	187	2
50003	516	226	772	413	2
#----------SHINNNING-3----------
50004	194	363	236	404	3
50005	240	363	282	404	3
50006	287	363	329	404	3
50007	333	363	375	404	3
#----------BUSH----------
50009	68	352	131	448	3
#==========Arrow----------
50010	30	307	37	315	3
50011	30	323	37	331	3
#=================PLAYER-Sprite=================
# ==== MARIO ====
# die 
10909	416	8	432	24	110
# transparent
10999	180	8	196	24	110
#Trasnform
14001	254	-2	266	24	110
14011	574	-2	586	24	100
14020	415	1	431	17	1
14021	435	3	447	15	1
14022	450	3	465	15	1
# hit
14023	425	122	449	146	1
# look up
14024	451	128	467	154	1
# ==== Small Mario ==== 
# --Right--
# idle right
10001	254	8	266	24	110
#walk right
10002	254	8	266	24	110
10003	269	8	284	24	110
#max speed right
10104	323	8	339	24	110
10105	341	8	357	24	110
#jump up right
10201	304	8	320	24	110
#jump down right
10202	304	8	320	24	110
#brake right
10307	287	8	301	24	110
#hold idle right
10500	435	8	449	24	110
#hold walk right
10501	435	8	449	24	110
10502	452	8	467	24	110
#hold jump right
10503	452	8	467	24	110
#fly right
10602	360	8	376	24	110
#kick right
10700	470	8	486	24	110
# --Left--
# idle left
10011	574	8	586	24	100
#walk left
10012	574	8	586	24	100
10013	556	8	571	24	100
#max speed left
10114	501	8	517	24	100
10115	483	8	499	24	100
#jump up left
10211	520	8	536	24	100
#jump down left
10212	520	8	536	24	100
#brake left
10317	539	8	553	24	100
#hold idle left
10510	391	8	405	24	100
#hold walk left
10511	391	8	405	24	100
10512	373	8	388	24	100
#hold jump left
10513	373	8	388	24	100
#fly left
10612	464	8	480	24	100
#kick left
10710	354	8	370	24	100
#  ==== Big Mario  ==== 
# --Right--
# idle right
11001	197	48	211	75	110
#walk right
11002	197	48	211	75	110
11003	214	48	230	75	110
#max speed right
11104	214	48	230	75	110
11105	312	48	331	75	110
#jump up right
11201	271	49	287	75	110
#jump down right
11202	233	49	249	75	110
#brake right
11307	252	47	268	75	110
#sit right
11408	379	57	393	75	110
#hold idle right
11500	434	48	448	75	110
#hold walk right
11501	434	48	448	75	110
11502	451	48	466	75	110
#hold jump right
11503	469	49	485	75	110
#fly right
11602	599	49	618	75	110
#kick right
11700	488	48	509	75	110
# --Left--
# idle left
11011	629	48	643	75	100
#walk left
11012	629	48	643	75	100
11013	610	48	626	75	100
#max speed left
11114	531	48	550	75	100
11115	509	48	528	75	100
#jump up left
11211	553	49	569	75	100
#jump down left
11212	591	49	607	75	100
#brake left
11317	572	47	588	75	100
#sit left
11418	447	57	461	75	100
#hold idle left
11510	392	48	406	75	100
#hold walk left
11511	392	48	406	75	100
11512	374	48	389	75	100
#hold jump left
11513	355	49	371	75	100
#fly left
11612	222	49	241	75	100
#kick left
11710	331	48	352	75	100
#  ==== Tail Mario ==== 
# --Right--
# idle right
12001	80	142	101	170	110
#walk right
12002	80	142	101	170	110
12003	104	142	126	170	110
#max speed right
12104	360	142	384	170	110
12105	387	142	411	170	110
#jump up right
12201	257	143	280	170	110
#jump down right
12202	309	143	332	170	110
#brake right
12307	669	140	685	170	100
#sit right
12408	522	152	544	170	110	
#hold idle right
12500	566	142	587	170	110
#hold walk right
12501	590	142	612	170	110
12502	615	143	638	170	110
#hold jump right
12503	615	143	638	170	110
#fly up right
12602	495	142	519	170	110
#fly down right
12603	441	143	465	170	110
#fly flapping right
12604	441	143	465	170	110
12605	468	143	492	170	110
12606	495	142	519	170	110
#kick right
12700	641	142	663	170	110
#turning tail right
12803	78	107	101	135	110
12804	174	142	190	170	110
12805	193	142	216	170	110
12806	219	142	235	170	110
#flapping tail right
12203	283	143	306	170	110
12204	309	143	332	170	110
12205	335	142	357	170	110
# --Left--
# idle left
12011	739	142	760	170	100
#walk left
12012	739	142	760	170	100
12013	714	142	736	170	100
#max speed left
12114	456	142	480	170	100
12115	429	142	453	170	100
#jump up left
12211	560	143	583	170	100
#jump down left
12212	508	143	531	170	100
#brake left
12317	155	140	171	170	110
#sit left
12418	296	152	318	170	100
#hold idle left
12510	253	142	274	170	100
#hold walk left
12511	228	142	250	170	100
12512	202	143	225	170	100
#hold jump left
12513	202	143	225	170	100
#fly up left
12612	321	142	345	170	100
#fly down left
12613	375	143	399	170	100
#fly left
12614	375	143	399	170	100
12615	348	143	372	170	100
12616	321	142	345	170	100
#kick left
12710	177	142	199	170	100
#turning tail left
12813	739	107	762	135	100
12814	650	142	666	170	100
12815	624	142	647	170	100
12816	605	142	621	170	100
#flapping tail left
12213	534	143	557	170	100
12214	508	143	531	170	100
12215	483	142	505	170	100
#  ==== Fire Mario ==== 
# --Right--
# idle right
13001	206	109	220	136	110
#walk right
13002	206	109	220	136	110
13003	223	109	239	136	110
#max speed right
13104	333	109	352	136	110
13105	333	109	352	136	110
#jump up right
13201	314	110	330	136	110
#jump down right
13202	242	110	258	136	110
#brake right
13307	261	108	277	136	110
#sit right
13408	422	118	436	136	110
#hold idle right
13500	477	109	491	136	110
#hold walk right
13501	477	109	491	136	110
13502	494	109	509	136	110
#hold jump right
13503	512	110	528	136	110
#fly right
13602	642	110	661	136	110
#kick right
13700	531	109	552	136	110
#shoot right
13800	280	109	294	136	110
13801	297	109	311	136	110
13802	206	109	220	136	110
#shoot jump right
13803	642	110	661	136	110
13804	621	109	639	136	110
13805	599	109	618	136	110
# --Left--
# idle left
13011	620	109	634	136	100
#walk left
13012	620	109	634	136	100
13013	601	109	617	136	100
#max speed left
13114	488	109	507	136	100
13115	466	109	485	136	100
#jump up left
13211	510	110	526	136	100
#jump down left
13212	582	110	598	136	100
#brake left
13317	563	108	579	136	100
#sit left
13418	404	118	418	136	100
#hold idle left
13510	349	109	363	136	100
#hold walk left
13511	349	109	363	136	100
13512	331	109	346	136	100
#hold jump left
13513	312	110	328	136	100
#fly left
13612	179	110	198	136	100
#kick right
13710	288	109	309	136	100
#shoot left
13810	546	109	560	136	100
13811	529	109	543	136	100
13812	620	109	634	136	100
#shoot jump left
13813	179	110	198	136	100
13814	201	109	219	136	100
13815	222	109	241	136	100
#  ==== Big Luigi ==== 
# --Right--
# idle right
21001	197	78	211	105	110
#walk right
21002	197	78	211	105	110
21003	214	78	230	105	110
#max speed right
21104	214	78	230	105	110
21105	312	78	331	105	110
#jump up right
21201	271	79	287	105	110
#jump down right
21202	233	79	249	105	110
#brake right
21307	252	77	268	105	110
#sit right
21408	379	87	393	105	110
#hold idle right
21500	434	78	448	105	110
#hold walk right
21501	434	78	448	105	110
21502	451	78	466	105	110
#hold jump right
21503	469	79	485	105	110
#fly right
21602	599	79	618	105	110
#kick right
21700	488	78	509	105	110
# --Left--
# idle left
21011	629	78	643	105	100
#walk left
21012	629	78	643	105	100
21013	610	78	626	105	100
#max speed left
21114	531	78	550	105	100
21115	509	78	528	105	100
#jump up left
21211	553	79	569	105	100
#jump down left
21212	591	79	607	105	100
#brake left
21317	572	77	588	105	100
#sit left
21418	447	87	461	105	100
#hold idle left
21510	392	78	406	105	100
#hold walk left
21511	392	78	406	105	100
21512	374	78	389	105	100
#hold jump left
21513	355	79	371	105	100
#fly left
21612	222	79	241	105	100
#kick left
21710	331	78	352	105	100
# === Leaf ===
30010	180	123	196	137	21
30011	377	123	393	137	21
# === MushRoom ===
30012	156	121	172	137	21
30013	286	121	302	137	21
# ==== Goomba ==== 
# --- Yellow ---
#walk 
60301	32	11	48	27	40
60302	9	11	25	27	40
#die
60303	54	18	70	27	40
# ==== Green Koopas ====
# -- Right --
#walk right
41000	582	118	598	145	40
41001	601	119	617	145	40
#spin right
41200	600	149	616	165	40
41201	579	148	595	164	40
41202	558	148	574	164	40
#para right
43000	485	129	501	156	40
43001	527	129	543	156	40
# -- Left --
#walk left
41010	50	118	66	145	40
41011	31	119	47	145	40
#spin left
41210	32	149	48	165	40
41211	53	148	69	164	40
41212	74	148	90	164	40
#para left
43010	147	129	163	156	40
43011	105	129	121	156	40
# -- others --
#shell
41710	32	149	48	165	40
#shake
41830	32	149	48	165	40
41831	31	149	48	165	40
41832	74	127	92	143	40
#shake	up
41833	327	126	343	142	40
41834	326	126	343	142	40
41835	352	126	370	142	40
#die
41930	327	126	343	142	40
# -- Black Shell --
41711	56	347	72	363	40
41712	117	345	133	361	40
# -- Star --
41713	201	121	217	137	21
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
#Type Level State Direction
# Type: 1 = Mario
# Level: 0 = Small; 1 = Big; 2 = Tail; 3 = Fire
# State: 0 = Walk; 1 = max speed; 2 = Jump; 3 = Brake; 4 = Sitdown; 5 = Hold; 6 = Fast 
# Direction: 0 = Right; 1 = Left, null = Idle; 3 = RightDown; 4 = LeftDown
#============Shinning 3s=========
800	50004	100	50005	100	50006	100	50007	100
# ==== Mario =========
# ==== SMALL =====
#idle small right
100	10001	100
#walk small right
1000	10002	100	10003	100
#walk fast small right
1060	10002	50	10003	50
#max speed small right
1010	10104	25	10105	25
#jump up small right
1020	10201	100
#jump down small right
1023	10202	100
#brake small right 
1030	10307	100
#hold idle small right
10500	10500	100
#hold walk small right
10510	10501	100	10502	100
#hold jump small right
10530	10503	100
#fly right
10620	10602	100
#hold kick small right
10570	10700	200
#idle small left
101	10011	100
#walk small left
1001	10012	100	10013	100
#walk fast small left
1061	10012	50	10013	50
#max speed small left
1011	10114	25	10115	25
#jump up small left
1021	10211	100
#jump down small left
1024	10212	100
#brake small left 
1031	10317	100
#hold idle small left
10501	10510	100
#hold walk small left
10511	10511	100	10512	100
#hold jump small left
10531	10513	100
#fly left
