999	21	4
# type	x	y	ani_set_id	tag	tag1	tag2	
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = Block
# MARIO
#0	2200	300	1
0	80	384	1
# === CARD ===
57	2688	336	57	2	19
# === Brick === 
# ---- platform brick ----
1	0	416	0	1	3	0
1	16	416	0	1	3	0
1	32	416	0	1	3	0
1	48	416	0	1	3	0
1	64	416	0	1	3	0
1	80	416	0	1	3	0
1	96	416	0	1	3	0
1	112	416	0	1	3	0
1	128	416	0	1	3	0
1	144	416	0	1	3	1
1	160	416	0	1	3	1
1	176	416	0	1	3	1
1	192	416	0	1	3	1
1	208	416	0	1	3	1
1	224	416	0	1	3	1
1	240	416	0	1	3	1
1	256	416	0	1	3	1
1	272	416	0	1	3	2
1	288	416	0	1	3	2
1	304	416	0	1	3	2
1	320	416	0	1	3	2
1	336	416	0	1	3	2
1	352	416	0	1	3	2
1	368	416	0	1	3	2
1	384	416	0	1	3	2
1	400	416	0	1	3	2
1	416	416	0	1	3	3
1	432	416	0	1	3	3
1	448	416	0	1	3	3
1	464	416	0	1	3	3
1	480	416	0	1	3	3
1	496	416	0	1	3	3
1	512	416	0	1	3	3
1	528	416	0	1	3	3
1	544	416	0	1	3	4
1	560	416	0	1	3	4
1	576	416	0	1	3	4
1	592	416	0	1	3	4
1	608	416	0	1	3	4
1	624	400	0	1	3	4
1	640	400	0	1	3	4
1	656	400	0	1	3	4
1	672	400	0	1	3	4
1	688	400	0	1	3	5
1	704	400	0	1	3	5
1	720	400	0	1	3	5
1	736	400	0	1	3	5
1	752	400	0	1	3	5
1	768	400	0	1	3	5
1	784	400	0	1	3	5
1	800	400	0	1	3	5
1	816	400	0	1	3	6
1	832	400	0	1	3	6
1	848	400	0	1	3	6
1	864	400	0	1	3	6
1	880	400	0	1	3	6
1	896	400	0	1	3	6
1	912	400	0	1	3	6
1	928	400	0	1	3	6
1	944	400	0	1	3	6
1	960	400	0	1	3	7
1	976	400	0	1	3	7
1	992	400	0	1	3	7
1	1008	400	0	1	3	7
1	1024	400	0	1	3	7
1	1040	400	0	1	3	7
1	1056	400	0	1	3	7
1	1072	400	0	1	3	7
1	1152	416	0	1	3	8
1	1168	416	0	1	3	8
1	1184	416	0	1	3	8
1	1200	416	0	1	3	8
1	1216	416	0	1	3	8
1	1232	416	0	1	3	9
1	1248	416	0	1	3	9
1	1264	416	0	1	3	9
1	1280	416	0	1	3	9
1	1296	416	0	1	3	9
1	1312	416	0	1	3	9
1	1328	416	0	1	3	9
1	1344	416	0	1	3	9
1	1360	416	0	1	3	10
1	1376	416	0	1	3	10
1	1392	416	0	1	3	10
1	1408	416	0	1	3	10
1	1424	416	0	1	3	10
1	1440	416	0	1	3	10
1	1456	416	0	1	3	10
1	1472	416	0	1	3	10
1	1488	416	0	1	3	10
1	1536	416	0	1	3	11
1	1552	416	0	1	3	11
1	1568	416	0	1	3	11
1	1584	416	0	1	3	11
1	1600	416	0	1	3	11
1	1664	416	0	1	3	12
1	1680	416	0	1	3	12
1	1696	416	0	1	3	12
1	1712	416	0	1	3	12
1	1728	416	0	1	3	12
1	1744	416	0	1	3	12
1	1760	416	0	1	3	12
1	1776	416	0	1	3	13
1	1792	416	0	1	3	13
1	1808	416	0	1	3	13
1	1824	416	0	1	3	13
1	1840	416	0	1	3	13
1	1856	416	0	1	3	13
1	1872	416	0	1	3	13
1	1888	416	0	1	3	13
1	1904	416	0	1	3	14
1	1920	416	0	1	3	14
1	1936	416	0	1	3	14
1	1952	416	0	1	3	14
1	1968	416	0	1	3	14
1	1984	416	0	1	3	14
1	2000	416	0	1	3	14
1	2016	416	0	1	3	14
1	2032	416	0	1	3	14
1	2048	416	0	1	3	15
1	2064	416	0	1	3	15
1	2080	416	0	1	3	15
1	2096	416	0	1	3	15
1	2112	416	0	1	3	15
1	2128	416	0	1	3	15
1	2144	416	0	1	3	15
1	2160	416	0	1	3	15
1	2176	416	0	1	3	16
1	2192	416	0	1	3	16
1	2208	416	0	1	3	16
1	2220	416	0	1	3	16
1	2256	416	0	1	3	16
1	2272	416	0	1	3	16
1	2288	416	0	1	3	16
1	2304	416	0	1	3	16
1	2320	416	0	1	3	17
1	2336	416	0	1	3	17
1	2352	416	0	1	3	17
1	2368	416	0	1	3	17
1	2384	416	0	1	3	17
1	2400	416	0	1	3	17
1	2416	416	0	1	3	17
1	2432	416	0	1	3	17
1	2448	416	0	1	3	18
1	2464	416	0	1	3	18
1	2480	416	0	1	3	18
1	2496	416	0	1	3	18
1	2512	416	0	1	3	18
1	2528	416	0	1	3	18
1	2544	416	0	1	3	18
1	2560	416	0	1	3	18
1	2576	416	0	1	3	18
1	2592	416	0	1	3	19
1	2608	416	0	1	3	19
1	2624	416	0	1	3	19
1	2640	416	0	1	3	19
1	2656	416	0	1	3	19
1	2672	416	0	1	3	19
1	2688	416	0	1	3	19
1	2704	416	0	1	3	19
1	2720	416	0	1	3	20
1	2736	416	0	1	3	20
1	2752	416	0	1	3	20
1	2768	416	0	1	3	20
1	2784	416	0	1	3	20
1	2800	416	0	1	3	20
# --- question brick ---
142	176	352	42	42	0	0	0	2	1
142	192	352	42	42	0	0	0	2	1
142	224	304	42	42	0	0	0	2	1
142	240	304	42	42	1	0	0	2	1
142	416	320	42	42	0	0	0	2	3
142	656	384	42	42	1	0	0	3	4
142	704	352	42	42	0	0	0	2	5
142	1440	128	42	42	4	1	0	1	10
142	1472	368	42	42	2	0	0	2	10
142	2032	368	42	42	6	1	0	2	14
# --- brick with flash animation ---
112	1984	368	12	12	2	14
112	2000	368	12	12	2	14
112	2016	368	12	12	2	14
112	1968	384	12	12	3	14
112	1984	384	12	12	3	14
112	2000	384	12	12	3	14
112	1952	400	12	12	3	14
112	1968	400	12	12	3	14
112	1984	400	12	12	3	14
112	2000	400	12	12	3	14
112	2016	400	12	12	3	14
112	2032	400	12	12	3	14
112	2048	400	12	12	3	15
112	2096	400	12	12	3	15
112	2112	400	12	12	3	15
112	2016	384	12	12	3	14
112	2032	384	12	12	3	14
112	2096	384	12	12	3	15
# --- woody brick ----
1	1504	336	46	46	2	11
1	1520	336	46	46	2	11
1	1568	400	46	46	3	11
1	1584	384	46	46	3	11
1	1584	400	46	46	3	11
1	1600	368	46	46	2	11
1	1600	384	46	46	3	11
1	1600	400	46	46	3	11
1	1664	368	46	46	2	12
1	1664	384	46	46	3	12
1	1664	400	46	46	3	12
1	1680	384	46	46	3	12
1	1680	400	46	46	3	12
1	1696	400	46	46	3	12
1	2256	304	46	46	2	16
1	2256	368	46	46	2	16
1	2272	304	46	46	2	16
1	2272	368	46	46	2	16
# ---- cloudy brick ----
4	1488	176	26	1	10
4	1504	176	26	1	11
4	1520	176	26	1	11
4	1536	176	26	1	11
4	1552	176	26	1	11
4	1568	176	26	1	11
4	1584	176	26	1	11
4	1600	176	26	1	11
4	1616	176	26	1	11
4	1632	176	26	1	12
4	1648	176	26	1	12
4	1664	176	26	1	12
4	1680	176	26	1	12
4	1408	192	26	1	10
4	1424	192	26	1	10
4	1440	192	26	1	10
4	1456	192	26	1	10
# === PiranhaPlant ===
7	1798	391	70	3	13
# === Fire PiranhaPlant ===
70	358	368	72	1	2	2
70	1862	368	71	0	2	13
# --- Pipe --- 
1	352	368	10	10	2	2
1	352	384	13	10	3	2
1	352	400	13	10	3	2
1	368	368	11	10	2	2
1	368	384	14	10	3	2
1	368	400	14	10	3	2
1	1792	384	10	10	3	13
1	1792	400	13	10	3	13
1	1808	384	11	10	3	13
1	1808	400	14	10	3	13
1	1856	368	10	10	2	13
1	1856	384	13	10	3	13
1	1856	400	13	10	3	13
1	1872	368	11	10	2	13
1	1872	384	14	10	3	13
1	1872	400	14	10	3	13
1	2256	112	10	10	0	16
1	2256	128	13	10	1	16
1	2256	144	13	10	1	16
1	2256	160	13	10	1	16
1	2256	176	13	10	1	16
1	2256	192	13	10	1	16
1	2256	208	13	10	1	16
1	2256	224	13	10	1	16
1	2256	240	13	10	1	16
1	2256	256	13	10	2	16
1	2256	272	13	10	2	16
1	2256	288	13	10	2	16
1	2256	384	13	10	3	16
1	2256	400	13	10	3	16
1	2272	112	11	10	0	16
1	2272	128	14	10	1	16
1	2272	144	14	10	1	16
1	2272	160	14	10	1	16
1	2272	176	14	10	1	16
1	2272	192	14	10	1	16
1	2272	208	14	10	1	16
1	2272	224	14	10	1	16
1	2272	240	14	10	1	16
1	2272	256	14	10	2	16
1	2272	272	14	10	2	16
1	2272	288	14	10	2	16
1	2272	384	14	10	3	16
1	2272	400	14	10	3	16
1	2320	384	10	10	3	17
1	2320	400	13	10	3	17
1	2336	384	11	10	3	17
1	2336	400	14	10	3	17
# === Block Line === 
4	240	368	15	2	1
4	256	368	16	2	1
4	272	368	17	2	2
4	272	336	52	2	2
4	288	336	53	2	2
4	304	336	54	2	2
4	400	368	33	2	2
4	416	368	34	2	3
4	432	368	34	2	3
4	448	368	34	2	3
4	464	336	15	2	3
4	464	368	35	2	3
4	480	336	16	2	3
4	496	336	16	2	3
4	512	336	17	2	3
4	512	384	33	3	3
4	512	304	43	2	3
4	528	384	34	3	3
4	528	304	44	2	3
4	544	384	34	3	4
4	544	304	44	2	4
4	560	384	34	3	4
4	560	304	45	2	4
4	576	384	34	3	4
4	592	384	35	3	4
4	1264	384	33	3	9
4	1280	384	34	3	9
4	1296	352	15	2	9
4	1296	384	34	3	9
4	1312	144	15	1	9
4	1312	352	16	2	9
4	1312	384	34	3	9
4	1328	144	16	1	9
4	1328	352	16	2	9
4	1328	384	34	3	9
4	1328	320	52	2	9
4	1344	144	16	1	9
4	1344	352	16	2	9
4	1344	384	34	3	9
4	1344	320	53	2	9
4	1360	352	16	2	10
4	1360	144	17	1	10
4	1360	384	35	3	10
4	1360	320	53	2	10
4	1376	352	16	2	10
4	1376	320	53	2	10
4	1392	352	17	2	10
4	1392	320	53	2	10
4	1408	320	53	2	10
4	1424	320	54	2	10
4	2144	368	15	2	15
4	2160	368	16	2	15
4	2176	368	17	2	16
4	2176	272	33	2	16
4	2192	272	34	2	16
4	2208	272	35	2	16
# === Coin ===
6	1072	320	6	6	2	7
6	1104	288	6	6	2	8
6	1136	256	6	6	2	8
6	1168	224	6	6	1	8
6	1200	192	6	6	1	8
6	1328	80	6	6	0	9
6	1344	80	6	6	0	9
6	1360	80	6	6	0	10
6	1472	112	6	6	0	10
6	1488	112	6	6	0	10
6	1536	128	6	6	1	11
6	1552	128	6	6	1	11
6	1568	128	6	6	1	11
6	1584	128	6	6	1	11
6	1616	112	6	6	0	11
6	1632	112	6	6	0	12
6	1648	112	6	6	0	12
6	1664	112	6	6	0	12
